max_label,label_0,label_1,label_2,label_3,lable_4,label_5,label_6
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.998458,0.001542,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.952883,0.047094,0.000004,0.000004,0.000005,0.000005,0.000004
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.999999,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.999410,0.000590,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.999999,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.999998,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.741209,0.258788,0.000001,0.000001,0.000001,0.000001,0.000001
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.997989,0.002006,0.000001,0.000001,0.000001,0.000001,0.000001
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.999695,0.000271,0.000006,0.000007,0.000007,0.000007,0.000007
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.999928,0.000071,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.999972,0.000028,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.999975,0.000025,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.999970,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.995622,0.004378,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.999572,0.000429,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.768212,0.231589,0.000038,0.000036,0.000040,0.000043,0.000042
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.621215,0.378785,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.999931,0.000069,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.999999,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.598034,0.401963,0.000001,0.000001,0.000001,0.000001,0.000001
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0.004941,0.994981,0.000016,0.000014,0.000016,0.000017,0.000016
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.999998,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.975740,0.024255,0.000001,0.000001,0.000001,0.000001,0.000001
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.998080,0.001920,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.999999,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.999923,0.000076,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.992305,0.007681,0.000003,0.000003,0.000003,0.000003,0.000003
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.999663,0.000335,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.999999,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.999982,0.000018,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0.000504,0.999483,0.000003,0.000002,0.000003,0.000003,0.000002
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.999999,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.979931,0.020057,0.000002,0.000002,0.000002,0.000003,0.000003
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.999462,0.000538,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.999998,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.999998,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.999999,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.999999,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.999999,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0.000455,0.999525,0.000004,0.000004,0.000004,0.000004,0.000004
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.999986,0.000014,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.999995,0.000005,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.999998,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.999966,0.000034,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.999997,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.999983,0.000017,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.999999,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.996378,0.003622,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.999999,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.746015,0.253980,0.000001,0.000001,0.000001,0.000001,0.000001
0,0.996537,0.003458,0.000001,0.000001,0.000001,0.000001,0.000001
0,0.999982,0.000018,0.000000,0.000000,0.000000,0.000000,0.000000
1,0.330074,0.669765,0.000031,0.000028,0.000032,0.000037,0.000033
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.997875,0.002123,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.999994,0.000006,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0.045783,0.953922,0.000055,0.000053,0.000059,0.000071,0.000058
0,0.999980,0.000020,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.999998,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0.000096,0.999896,0.000002,0.000001,0.000001,0.000002,0.000002
0,0.999999,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.978770,0.021179,0.000010,0.000009,0.000010,0.000012,0.000011
0,0.998493,0.001507,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.998097,0.001903,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.999152,0.000848,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.999231,0.000765,0.000001,0.000001,0.000001,0.000001,0.000001
0,0.999952,0.000048,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.999999,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.999784,0.000216,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.999997,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.999998,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.999994,0.000005,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.999999,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.999999,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.999818,0.000182,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.999997,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.999972,0.000028,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.993379,0.006621,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.999654,0.000345,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.999815,0.000185,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.999705,0.000295,0.000000,0.000000,0.000000,0.000000,0.000000
1,0.129461,0.870534,0.000001,0.000001,0.000001,0.000001,0.000001
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.999999,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.999751,0.000249,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.999872,0.000128,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0.208353,0.791643,0.000001,0.000001,0.000001,0.000001,0.000001
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.999927,0.000062,0.000002,0.000002,0.000002,0.000002,0.000002
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.999999,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.999973,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.999864,0.000136,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.999973,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.999405,0.000595,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.999046,0.000954,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.999998,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.999937,0.000063,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.999917,0.000083,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.999999,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.661553,0.338446,0.000000,0.000000,0.000000,0.000000,0.000000
